"문화공간코드","문화공간명","교통구분코드","교통구분명","교통정보"
"100800","양천문화원","G","지선버스","5630 6615 6618 6619 6620 6621 6622 6624 6625 6627 6636"
"100750","광진정보도서관","R","광역버스","9204"
"100798","양천구민체육센터","G","지선버스","5630 6620 6624 6640"
"100747","성동구립도서관","S","지하철","지하철 2호선 5호선 국철 왕십리역 9번 출구 무학여고 방향으로 200M"
"100796","구립마포청소년문화의집","B","간선버스","171 271 470"
"100795","마포구시설관리공단(아트센터)","B","간선버스","163번 (월계동 - 목동) - 마포구 노인치매센터 하차"
"100794","서대문문화회관","B","간선버스","110 170(동신병원(홍은3동 동사무소) 하차 도보 5분)"
"100490","극단연우무대","R","광역버스","9101 9410 동성중고등학교 하차"
"100735","종로문화체육센터","R","광역버스","9600 9602 9703 9706 9708"
"100734","종로구민회관","G","지선버스","0013 1013 1014 1016 1018 1019 2013 2112 2233"
"100489","청아소극장(구 리듬공간소극장)","G","지선버스","1011 1012 1018 1019 2112"
"100488","소호 아트 갤러리","S","지하철","3호선 경복궁 사직공원 방향"
"100775","강북청소년문화정보도서관","G","지선버스","지선 (초록): 1128 1166 → 강북구 솔매로 삼양오거리 정류소 하차"
"100790","은평구민체육센터","T","버스정류장","은평구민체육센터"
"100788","은평구청","T","버스정류장","은평구청"
"100786","노원어린이도서관","G","지선버스","1142 1224 1138 1139 1143"
"100785","노원문화원","S","지하철","7호선 공릉역 4번 출구 서울산업대 사거리 좌측 오션스타 옆"
"100783","노원문화예술회관","B","간선버스","141"
"100773","강북웰빙스포츠센터","T","버스정류장","번동초등학교 앞 / 보건소 하차"
"100782","노원구청","B","간선버스","146"
"100780","도봉문화정보센터","G","지선버스","1133 1138"
"100779","도봉문화원","G","지선버스","11211127"
"100777","도봉구민회관","S","지하철","4호선 쌍문역(1번출구) 4호선 창동역(2번출구)"
"100772","강북구청","S","지하철","지하철 4호선 수유역 8번출구로 50M 도보5분"
"100776","강북솔샘문화정보센터","S","지하철","미아삼거리역"
"100771","아리랑정보도서관","G","지선버스","1212 1014"
"100770","성북정보도서관","S","지하철","6호선 상월곡역 4번출구 도보 7분."
"100767","개운산스포츠센터","S","지하철","6호선 상월곡역 4번 출구"
"100764","중랑구립면목정보도서관","S","지하철","7호선 면목역(3번 출구)"
"100762","중랑문화원","S","지하철","지하철7호선 용마산역 하차 1번출구(도보5분거리)"
"100484","토탈미술관","T","버스정류장","종로2가 독립문"
"100483","갤러리 세줄","T","버스정류장","올림피아호텔"
"100480","갤러리 인","Y","순환버스","02"
"100479","갤러리 도올","B","간선버스","109 151 162 171 172 272"
"100759","중랑구청","S","지하철","- 1호선 신이문역 하차 2번 출구로 나오셔서 1122번을 타시고 중랑구청에서 하차"
"100756","동대문구체육관","T","버스정류장","동답한신.대림아파트동대문체육관 촬영소사거리세양청마루아파트앞"
"100744","용산문화원","B","간선버스","262"
"100743","용산문화체육센터","B","간선버스","110162262503"
"100475","조형갤러리","R","광역버스","5500 9205 9205(심야) 9301(신장시장) 9301(하남시청) 9401 9411 9411(심야)"
"100474","선갤러리","R","광역버스","5500 9301(마방집) 9301(신장시장) 9301(하남시청) 9401 9402 9411"
"100015","KT&G 상상아트홀","B","간선버스","401"
"100026","코엑스전시장","R","광역버스","9407"
"100092","호림박물관","T","버스정류장","남서울중학교"
"100069","강동어린이회관아이누리홀","G","지선버스","3220 4313 강동구청 하차 => 도보5분  3212 3214 3411 영파여고 하차 => 도보10분"
"100282","KBS홀","S","지하철","5 9호선 여의도역 하차 3번출구 9호선 국회의사당역 하차 4번출구 5 9호선 여의도역 하차 5번출구"
"100282","KBS홀","R","광역버스","9409"
"100177","이화여대박물관","G","지선버스","7015 7017 7611 7712"
"100183","서대문자연사박물관","R","광역버스","567"
"100185","이진아기념도서관","S","지하철","독립문역 3호선 4번출구"
"100196","예술의 전당","T","버스정류장","예술의전당 남부터미널역"
"100198","한전아트센터","B","간선버스","406"
"100186","서대문형무소역사관","B","간선버스","471 701 702 703 704 720 752"
"100022","강남도서관","B","간선버스","472 361"
"100037","표갤러리","G","지선버스","3422 4312 4411 4417 4418 4422"
"100049","태권도기념관","T","버스정류장","강남역"
"100214","서울교육문화회관","S","지하철","3호선 양재 (7번출구)"
"100212","영산양재홀","R","광역버스","1550 9100 9200 9300 9404 9405 9406 9408 9409 9410 9411 9412 9503 9700 9711"
"100253","롯데월드 야외공연장","R","광역버스","9202 9203 9403 606"
"100257","롯데월드 아이스링크","T","버스정류장","잠실역"
"100281","영산아트홀","R","광역버스","9409"
"100278","영등포평생학습관","G","지선버스","5616 5714 6514 6640 6621 6623 6633"
"100278","영등포평생학습관","B","간선버스","363 605 760 363"
"100276","울트라 건축 박물관","S","지하철","지하철2호선 신정네거리 역 4번출구 5호선 신정역"
"100273","양천문화회관","S","지하철","5호선 오목교역 / 5호선 목동역 / 2호선 신정네거리역 / 2호선 양천구청역"
"100270","목동운동장","S","지하철","5호선 오목교 (2번출구) 도보 10분"
"100269","목동아이스링크","S","지하철","5호선 오목교 (2번출구) 도보 10분"
"100269","목동아이스링크","T","버스정류장","목동5거리(지하철역) 오목교"
"100268","양천도서관","S","지하철","5호선 오목교역 2번 출구 / 2호선 영등포구청역 4번 출구"
"100268","양천도서관","T","버스정류장","양천도서관"
"100263","롯데월드 시네마","T","버스정류장","롯데월드"
"100263","롯데월드 시네마","Y","순환버스","301 302 303 360 362 361 730"
"100261","롯데월드 화랑","Y","순환버스","02"
"100261","롯데월드 화랑","G","지선버스","0014 0015 3412 3420 3421 3422 4312 7015 7017 7020 7021"
"100259","한국스카이다이빙협회","S","지하철","7호선 논현"
"100259","한국스카이다이빙협회","R","광역버스","9404 9405 9406 9409 9410 9411 9700"
"100259","한국스카이다이빙협회","A","공항버스","609"
"100258","잠실종합운동장","B","간선버스","301 360 361 362 363 730"
"100258","잠실종합운동장","R","광역버스","600"
"100257","롯데월드 아이스링크","S","지하철","2호선 잠실"
"100257","롯데월드 아이스링크","A","공항버스","4노선(잠실) 600 606"
"100253","롯데월드 야외공연장","A","공항버스","600"
"100252","롯데월드 마술극장","S","지하철","지하철 2호선 잠실역"
"100252","롯데월드 마술극장","G","지선버스","2225 2311 2412 3215 3216 3217 3312 3313 3314 3315 3411 3412 3413 3414 3415 번"
"100251","롯데월드 가든스테이지","R","광역버스","9202 9203 9403 606"
"100251","롯데월드 가든스테이지","A","공항버스","600"
"100249","송파도서관","T","버스정류장","송파도서관 앞"
"100249","송파도서관","G","지선버스","3314 3315 3313 3219"
"100244","서울올림픽기념관","B","간선버스","340 361 371"
"100241","한미사진미술관","S","지하철","지하철 8호선 몽촌토성역 2번 출구"
"100241","한미사진미술관","Y","순환버스","버스노선 30 30-5 340 3412 3413 올림픽 공원역 하차"
"100237","동덕여자대학교 박물관","S","지하철","6호선 월곡역 (동덕여대역) 2번/3번 출구"
"100235","국민대학교 박물관","B","간선버스","110 170 171"
"100231","한국가구박물관","S","지하철","4호선 한성대 입구"
"100229","삼청각","S","지하철","1호선 시청 (6번출구) → 서울 프라자호텔에서 셔틀버스 이용"
"100228","간송미술관","S","지하철","4호선 한성대입구 6번출구"
"100225","아리랑 씨네센터","G","지선버스","1012 1014 1211"
"100221","소월아트홀","B","간선버스","302 263번"
"100217","관문사 성보박물관","S","지하철","지하철 3호선 양재역 7번 출구로 나오셔서 200미터 지점 서초구민회관 앞에서 마을버스 서초 18 19번을 이용하시어 관문사 입구(LG연구소 앞) 하차 | 지하철 2호선 강남역(3번 출구) 뉴욕제과쪽 출구. 일반버스 3412(구4417)번을 이용 관문사 입구(LG연구소 앞)에 하차"
"100216","한국분재박물관","S","지하철","3호선 양재역 하차 7번 출구"
"100216","한국분재박물관","B","간선버스","414"
"100210","씨너스 G","S","지하철","강남역5번 출구"
"100210","씨너스 G","A","공항버스","906"
"100206","예술의 전당 한가람미술관","G","지선버스","4423 4511 5411  5413 서초11 서초12 서초17 서초22"
"100204","법원도서관","T","버스정류장","대법원 앞"
"100197","예술의 전당 자유소극장","G","지선버스","5413 4423 4511 5413  4423 4511"
"100189","국립중앙도서관","B","간선버스","730"
"100181","연세대학교 중앙박물관","R","광역버스","9600 9601 9602 9702 9704 9706 9708 9713"
"100175","쌈지스페이스","S","지하철","2호선 신촌 (8번출구)"
"100172","서울월드컵경기장","G","지선버스","6711 6714 7013 7614"
"100162","그랜드 시네마","B","간선버스","110 604 472 171 753 751 730 705 602 603 170 271 371 163"
"100157","동작도서관","G","지선버스","5516 5517 5535 5536 6515"
"100154","세종대왕기념관","S","지하철","1호선 청량리"
"100153","동대문구정보화도서관","G","지선버스","1215"
"100148","동대문도서관","G","지선버스","7211 2112 2221 2233"
"100140","옹기민속박물관","T","버스정류장","서라벌중학교"
"100139","도봉도서관","T","버스정류장","덕성여대입구"
"100136","노원구민체육센터","S","지하철","7호선 중계역 2번출구"
"100135","노원평생학습관","T","버스정류장","노원구민회관 앞"
"100132","롯데시네마 노원","S","지하철","노원역(7호선 4번출구 4호선 2번출구)"
"100129","노원정보도서관","S","지하철","47호선 노원역 1번출구"
"100126","육군사관학교 박물관","G","지선버스","1155 1156 1225"
"100121","금천구립도서관","S","지하철","2호선 구로공단역 1호선 독산역 시흥역"
"100119","평강성서유물박물관","B","간선버스","160 600 660"
"100116","구로구민회관 대강당","T","버스정류장","구로고등학교역 하차(지선버스) 구로구민회관역 하차(마을버스)"
"100115","구로도서관","Y","순환버스","구로09"
"100103","유니버설아트센터","B","간선버스","2221 3215"
"100104","어린이회관","T","버스정류장","어린이대공원"
"100093","프리머스 신림","B","간선버스","152 461"
"100085","뉴시네마","S","지하철","5호선 화곡역 3번출구"
"100074","대지극장","S","지하철","4호선 미아삼거리 역"
"100073","한국점자도서관","G","지선버스","3317 3411 3311 강동02 강동03 강동05"
"100067","강동도서관","B","간선버스","300 370"
"100065","고덕평생학습관","G","지선버스","3211 3411 3413"
"100057","갤러리 원 (원화랑)","Y","순환버스","41"
"100049","태권도기념관","A","공항버스","609"
"100047","이스탄불 문화원","S","지하철","2호선 강남 (7번출구)"
"100047","이스탄불 문화원","R","광역버스","140 144 145 146 360 400 402 420 470 471 730"
"100046","국기원","S","지하철","2호선 강남 (8번출구) 도보 10분"
"100046","국기원","R","광역버스","1550 9100 9200 9300 9400 9404 9405 9406 9408 9409 9410 9411 9412 9503 9700"
"100045","LIG아트홀","B","간선버스","136 140 144 145 146 340 341 360 402 420 470 471 730"
"100043","웅진씽크빅아트홀(구 계몽아트홀)","G","지선버스","3219 3420 3421 4312 4420 6411"
"100039","도산안창호 기념관","R","광역버스","9407 9507"
"100036","예화랑","G","지선버스","3422 4312 4411 4417 4418 4422"
"100035","어반아트","S","지하철","3호선 압구정 (2번출구) 7호선 청담 (10번출구) 3호선 신사 (8번 출구)"
"100023","김치박물관","B","간선버스","143 146 301 360 361 362 401 730"
"100020","코엑스 오디토리움","G","지선버스","2413 3412 3422 4411 4418 4419 4420"
"100019","백암아트홀","S","지하철","2호선 삼성역"
"100018","민속극장풍류","S","지하철","2호선 선릉 (8번출구) 강남구청 방면(도보 10분 이내)"
"100013","강남구민회관강당","G","지선버스","3011 3219 4412 2413"
"100010","브로드웨이","T","버스정류장","신사역"
"100007","한국자수박물관","S","지하철","7호선 학동역(10번출구) 도보 2분"
"100006","성암아트홀","B","간선버스","472 361"
"100001","개포도서관","S","지하철","3호선 대치역-버스 환승(4204611434411 412)"
"100884","디지털파빌리온","S","지하철","6호선 디지털미디어시티역 하차 2번출구 버스환승 후 누리꿈스퀘어 빌딩앞(4정거장) 하차 (7711번 7730번 버스) 공항철도 디지털미디어시티역 하차 9번출구 (도보 10분 소요)"
"100886","서울시립 북서울미술관","G","지선버스","1131 1135 1137 1140 1161 일반(경기)111"
"100884","디지털파빌리온","G","지선버스","6715 7019 7711 7715 7730"
"100816","영등포구청","S","지하철","2호선 5호선 영등포구청역 2번 출구"
"100816","영등포구청","G","지선버스","5612 5620 6622 6631 6637"
"100813","금천구립정보도서관","S","지하철","1호선 독산역 2호선 구로디지털단지역"
"100813","금천구립정보도서관","Y","순환버스","8"
"100812","금천문화원","S","지하철","1호선 시흥역 2호선 구로디지털단지역"
"100812","금천문화원","Y","순환버스","4"
"100811","금빛휘트니스센터","B","간선버스","150 500 505 507"
"100810","금천구시설관리공단","S","지하철","금천구청역 1번 출구"
"100810","금천구시설관리공단","T","버스정류장","한양아파트 앞"
"100809","금천구청","G","지선버스","5530 5531 5537 5617 5618 5623 5624 5625 5627 5713"
"100809","금천구청","B","간선버스","150 500 652 1 5 51 9 9-3 900"
"100808","구로아트밸리예술극장","T","버스정류장","구로구청"
"100808","구로아트밸리예술극장","Y","순환버스","9 10 11 6613"
"100807","구로구민체육센터","S","지하철","1호선 개봉역 2번출구"
"100807","구로구민체육센터","Y","순환버스","01 05 08"
"100806","구로구청","Y","순환버스","구로10 구로11"
"100806","구로구청","G","지선버스","6411 5626 5619 6613 6512 5630 5714 5615"
"100804","강서구시설관리공단","G","지선버스","6514 5712 6627 6629 6634 6711 강서05"
"100803","강서지역정보센터","G","지선버스","등촌3동성당 : 6630 6642 진로미주APT : 6655 등원초등학교 앞 : 6643 88체육관:7614"
"100803","강서지역정보센터","B","간선버스","88체육관 : 161 601 605"
"100801","강서구 문화관광","S","지하철","5호선 화곡역 4번 출구"
"100801","강서구 문화관광","T","버스정류장","강서구청앞 우장초등학교앞 정차"
"100799","신월문화체육센터","S","지하철","지하철5호선 오목교역 도보 15분"
"100799","신월문화체육센터","T","버스정류장","목1동주민센터"
"100798","양천구민체육센터","B","간선버스","571"
"100797","양천구청","S","지하철","5호선 오목교역 7번출구 / 5호선 목동역 / 2호선 신정네거리역 / 2호선 양천구청역"
"100797","양천구청","G","지선버스","571 6624 5630 6620 6640"
"100796","구립마포청소년문화의집","S","지하철","6호선 디지털미디어시티역 2번출구 6호선 월드컵경기장역"
"100796","구립마포청소년문화의집","T","버스정류장","월드컵파크5단지 상암고등학교 앞 하차 5분"
"100795","마포구시설관리공단(아트센터)","S","지하철","6호선 대흥역 2번 출구(도보 5분) | 2호선 이대입구역 5번출구(도보 10분)"
"100795","마포구시설관리공단(아트센터)","R","광역버스","9711"
"100791","은평문화원","G","지선버스","7019 7725 7712 7719 7722 7730"
"100791","은평문화원","B","간선버스","702 752"
"100790","은평구민체육센터","R","광역버스","970397099710"
"100788","은평구청","B","간선버스","702 752"
"100788","은평구청","R","광역버스","9701"
"100787","월계문화정보도서관","S","지하철","1호선 월계역에서 하차 3번출구에서 인덕대학 방면으로 약 10분정도 소요."
"100787","월계문화정보도서관","B","간선버스","103147 149 172"
"100786","노원어린이도서관","S","지하철","4호선 상계역  4번출구에서 500m"
"100786","노원어린이도서관","T","버스정류장","중계주공2단지 앞"
"100785","노원문화원","G","지선버스","1135 1221"
"100785","노원문화원","B","간선버스","105 146"
"100783","노원문화예술회관","S","지하철","7호선 하계역 중계역 노원역 / 4호선 상계역"
"100783","노원문화예술회관","T","버스정류장","불암초교"
"100782","노원구청","S","지하철","4호선 노원역(2번 출구) 7호선 노원역(7번 출구)"
"100782","노원구청","Y","순환버스","노원 02 노원 05 노원 08"
"100781","도봉어린이문화정보센터","T","버스정류장","자운고앞"
"100781","도봉어린이문화정보센터","Y","순환버스","0809"
"100780","도봉문화정보센터","S","지하철","창동역(1.4호선)2번출구 녹천역(1호선)1번출구"
"100779","도봉문화원","S","지하철","4호선(쌍문역) 1번출구에서 의정부 방면 도보 5분거리"
"100778","창동스포츠문화컴플렉스","S","지하철","1호선 4호선 창동역 1번출구 하차"
"100778","창동스포츠문화컴플렉스","G","지선버스","1161 1119번"
"100777","도봉구민회관","B","간선버스","100106107108130140141142150160710"
"100775","강북청소년문화정보도서관","S","지하철","4호선 미아역"
"100775","강북청소년문화정보도서관","Y","순환버스","마을버스: 강북10 → 미아역 7번 출구 승차"
"100773","강북웰빙스포츠센터","S","지하철","4호선 수유역 23번 출구 / 4호선 미아삼거리역 2번"
"100772","강북구청","B","간선버스","101106107130140141142150710"
"100771","아리랑정보도서관","T","버스정류장","정릉입구"
"100770","성북정보도서관","T","버스정류장","상월곡역 하차"
"100770","성북정보도서관","B","간선버스","120 148 163"
"100767","개운산스포츠센터","T","버스정류장","월곡중학교 앞 하차"
"100767","개운산스포츠센터","B","간선버스","120163번"
"100766","성북구민체육관","S","지하철","6호선 월곡역"
"100766","성북구민체육관","G","지선버스","1113번 1114번 1117번 1411번 1217번 1219번 1220번"
"100756","동대문구체육관","S","지하철","5호선 답십리역4번출구 5호선 장한평역 3번출구 버스환승"
"100754","동대문구민체육센터","T","버스정류장","2112번 버스(성북행 - 파란색)에 탑승 장안래미안아파트(A) 앞 하차(도보 1~2분 거리)"
"100754","동대문구민체육센터","G","지선버스","2112"
"100752","동대문구청","B","간선버스","130 303 300 370 145 721 105 202 147 201 260 261 262 270 271 272 720 420"
"100752","동대문구청","R","광역버스","9403 9301"
"100751","자양4동도서관","S","지하철","7호선 뚝섬유원지역 4번출구(건대입구 방향 도보 5분) 2호선 건대입구역 5번출구(뚝섬유원지역 방향 도보 15분)"
"100750","광진정보도서관","S","지하철","5호선 광나루역(2번출구)"
"100749","광진구민체육센터","T","버스정류장","구민회관앞역 하차"
"100749","광진구민체육센터","Y","순환버스","4-1"
"100744","용산문화원","S","지하철","1호선 용산역 / 4호선 신용산역(5번출구) / 6호선 효창공원역(4번출구)"
"100744","용산문화원","G","지선버스","7016  0017"
"100743","용산문화체육센터","S","지하철","6호선 삼각지역 8번출구 5분거리 효창공원앞역？3번출구 10분거리/1호선 남영역 1번출구 5분거리"
"100743","용산문화체육센터","G","지선버스","171170160018"
"100741","중구문화원","T","버스정류장","기업은행앞"
"100741","중구문화원","G","지선버스","7017 7018"
"100737","종로문화원","T","버스정류장","한국일보사 정류장"
"100735","종로문화체육센터","G","지선버스","7025"
"100734","종로구민회관","B","간선버스","102 105 107 144 152 163 200 260 261 262 270 271"
"100734","종로구민회관","A","공항버스","602"
"100733","국립어린이청소년 도서관","S","지하철","강남역 12번 출구"
"100733","국립어린이청소년 도서관","B","간선버스","140 144 145 360 402 407 408 420 440 441 462 470 471"
"100732","국회도서관","S","지하철","9호선 의사당역 1번 출구 5호선 여의도역 1호선 영등포역 1호선 대방역 6번 출구 앞"
"100732","국회도서관","R","광역버스","301 32063156012100230024002500"
"100727","정동극장","T","버스정류장","시청앞"
"100727","정동극장","B","간선버스","172602"
"100714","문화일보홀","T","버스정류장","서대문경찰서"
"100714","문화일보홀","G","지선버스","702470197021"
"100706","리틀엔젤스예술회관","R","광역버스","9301 9403"
"100695","서울연극센터","Y","순환버스","종로 7 종로 8"
"100692","서울문화재단","S","지하철","제기역(1호선) 4번출구 | 용두역(2호선) 5번출구 | 상왕십리역(2호선) 2번출구"
"100692","서울문화재단","G","지선버스","1017 2112"
"100691","서울창작공간","B","간선버스","303 163 105 147 201 201(심야) 202 260 261 262 270 272 420"
"100674","신당창작아케이드","T","버스정류장","중앙시장 앞 하차"
"100671","우리금융아트홀","T","버스정류장","동2문 (지하철 5호선 올림픽공원역 3번 출구) /"
"100671","우리금융아트홀","A","공항버스","606"
"100559","상봉시네마","S","지하철","서울 7호선 상봉역 2번출구"
"100559","상봉시네마","G","지선버스","2015 2226 2227 2228 2229 2232"
"100554","중랑구민회관","T","버스정류장","용마산역 / 중곡초등학교"
"100549","동국대학교 박물관","B","간선버스","144 301 420"
"100548","남산골 한옥마을","S","지하철","3호선 4호선 충무로역(3번 4번 출구)"
"100548","남산골 한옥마을","T","버스정류장","한옥마을한국의 집"
"100547","한국의 집 민속극장","S","지하철","3호선 충무로 (3번출구)  4호선 충무로 (3번출구)"
"100547","한국의 집 민속극장","B","간선버스","104 105 140 263 371 400 500 604 700"
"100546","서울남산국악당","Y","순환버스","02"
"100546","서울남산국악당","G","지선버스","0013 0211 7011"
"100545","로댕갤러리","S","지하철","12호선 시청역"
"100545","로댕갤러리","B","간선버스","150 162 172 200 402 405 406 472 501 600 602 603 700 703"
"100545","로댕갤러리","R","광역버스","5500 9301(마방집) 9301(신장시장) 9301(하남시청) 9601 9703 9704 9706 9711 9712 9713"
"100544","한국금융사박물관","S","지하철","5호선 광화문"
"100544","한국금융사박물관","T","버스정류장","광화문"
"100544","한국금융사박물관","R","광역버스","5001 9602 9701 9702 9704 9705 9709 9710"
"100544","한국금융사박물관","A","공항버스","1노선(시청) 602"
"100543","조선일보미술관","S","지하철","1호선 시청 (2번출구)"
"100543","조선일보미술관","T","버스정류장","광화문 시청역"
"100543","조선일보미술관","R","광역버스","5001 9602 9701 9702 9704 9705 9709 9710"
"100543","조선일보미술관","A","공항버스","1노선(시청) 602"
"100542","농업박물관","T","버스정류장","광화문 → 서대문역 방향"
"100542","농업박물관","G","지선버스","0015 0212 1011 1012 1020 1711 7012 7020 7023"
"100542","농업박물관","A","공항버스","1노선(시청) 602"
"100540","대한극장","T","버스정류장","대한극장 앞"
"100540","대한극장","B","간선버스","104 105 263 371 400 604"
"100538","명보극장","T","버스정류장","명보극장 앞"
"100538","명보극장","Y","순환버스","01 02"
"100882","서울상상나라","G","지선버스","3216 4212"
"100538","명보극장","A","공항버스","605-1"
"100845","해공체육문화센터","G","지선버스","16 13-2 13 15-3"
"100887","꿈의숲아트센터","S","지하철","1) 미아사거리역 2번 출구 → 강북05번 마을버스(미아사거리 전철역 정거장) → 꿈의숲 아트센터 2) 미아사거리역 1번 출구 → 강북05번 마을버스 (롯데백화점 정거장) → 꿈의숲 아트센터 3) 미아사거리역 3번 출구 → 1124번(미아사거리역 정거장) → 꿈의숲 아트센터 입구"
"100881","한성백제박물관","S","지하철","8호선 몽촌토성역 1번 출구에서 남2문 방향으로 650m (도보10~15분) 5호선 올림픽공원역 3번 출구에서 남2문 방향으로 1km(도보15~20분)"
"100878","돈화문 서울무형문화재교육전시장","B","간선버스","160 161 200"
"100876","송중문화정보센터","G","지선버스","1144"
"100875","수유문화정보센터","G","지선버스","1128 1166 강북03"
"100863","강동구립암사도서관","B","간선버스","340"
"100873","명동난타극장","B","간선버스","406500501701702"
"100872","동대문구청 아트갤러리","S","지하철","1호선 제기역(3번출구) 2호선 용두역(3번출구)"
"100871","이문체육문화센터","B","간선버스","273"
"100870","강남구민회관","S","지하철","3호선 타고 대치역 하차 후 6번 출구"
"100867","서울역사박물관","S","지하철","5호선 광화문역 7번출구(470m 7분 소요) 5호선 서대문역 4번출구(600m 8분 소요)"
"100861","용산아트홀","B","간선버스","143 401 406 7408401 110 421"
"100860","관악문화관","G","지선버스","5520 5515 5528 6512 5516 5518 5528 5614 6513 6514"
"100858","영등포아트홀","S","지하철","영등포구청 (25호선)"
"100858","영등포아트홀","A","공항버스","301"
"100857","마포아트센터","S","지하철","6호선 대흥역 2번 출구 /  2호선 이대입구역 5번 출구"
"100854","광화문아트홀","B","간선버스","171 272 601 606 706 708"
"100853","금나래아트홀도서관","G","지선버스","5530 5531 5537"
"100850","한국문화예술위원회","T","버스정류장","신도림역"
"100849","강동구립해공도서관","B","간선버스","340"
"100838","강남스포츠문화센터","S","지하철","3호선 수서역 3번출구 (수서동사무소 방향)"
"100842","송파구립거마도서정보센터","S","지하철","지하철 5호선 거여역 3번 출구로 나오셔서 우회전 하여 약 50M정도 직진하시면"
"100839","대진체육관","S","지하철","대청역(3호선) 1번출구"
"100835","강남구청","G","지선버스","3011321934144431"
"100834","서초구민체육센터","G","지선버스","40111411"
"100832","관악문화관도서관","G","지선버스","5515 5516 5517"
"100831","관악문화원","S","지하철","2호선 서울대입구 전철역 3번출구 신림 전철역 3번출구"
"100830","신림(다목적)체육센터","S","지하철","2호선 신림역 5번 출구에서 시내버스 이용"
"100829","관악구민종합체육센터","G","지선버스","5412 5413 5524 5528"
"100827","동작문화원","G","지선버스","5517"
"100826","서울여성프라자스포츠센터","S","지하철","지하철 1호선 대방역"
"100822","동작구청","B","간선버스","150 152 360 363 462 500 504 507 605 640 641 650 751 752"
"100821","문래정보문화도서관","S","지하철","2호선 문래역 1번출구"
"100536","이화여고 100주년기념관","G","지선버스","7019 7023"
"100536","이화여고 100주년기념관","B","간선버스","160 161 260 270 271 273 370 470 471 704 720 721"
"100534","덕수궁미술관","T","버스정류장","시청"
"100534","덕수궁미술관","B","간선버스","150 162 172 200 402 405 406 472 501 600 602 603 700 703"
"100534","덕수궁미술관","A","공항버스","601 605"
"100531","세실극장","S","지하철","시청역(1 2호선) 3번출구에서 첫번째 골목으로 좌회전  광화문역(5호선) 6번출구에서 덕수궁방향으로 직진 후 덕수궁 바로 전에서 우회전"
"100529","충정로난타극장","T","버스정류장","충정로역 2호선 5호선 앞 하차"
"100529","충정로난타극장","G","지선버스","1002"
"100528","삼일로 창고극장","S","지하철","명동역 10번 출구"
"100528","삼일로 창고극장","T","버스정류장","명동역"
"100525","예지원","B","간선버스","420"
"100524","국립중앙극장","G","지선버스","장충동: 0212"
"100522","장충체육관","T","버스정류장","장충체육관"
"100522","장충체육관","B","간선버스","144 301"
"100517","서울애니시네마","S","지하철","4호선 명동역1번출구"
"100517","서울애니시네마","T","버스정류장","서울애니메이션숭의여대"
"100516","서울 애니메이션 센터","T","버스정류장","퇴계로2가(4호선명동역)"
"100516","서울 애니메이션 센터","B","간선버스","104 108 263 604"
"100516","서울 애니메이션 센터","A","공항버스","605-1"
"100515","남산예술센터드라마센터(구 동랑예술센터)","S","지하철","명동역 1번 출구"
"100515","남산예술센터드라마센터(구 동랑예술센터)","B","간선버스","104 263 421 507 604 7011"
"100512","롯데화랑(본점)","S","지하철","2호선 을지로입구 (2번출구) 롯데백화점입구"
"100512","롯데화랑(본점)","G","지선버스","0014 0015 3412 3420 3421 3422 4312 7015 7017 7020 7021"
"100512","롯데화랑(본점)","R","광역버스","9701 9705"
"100511","서울시립미술관","T","버스정류장","서소문"
"100511","서울시립미술관","R","광역버스","9600 9601"
"100510","프랑스문화원","S","지하철","14호선 서울역 3번 출구 / 2호선 시청역 8번 출구"
"100509","CGV 명동","T","버스정류장","명동역 밀리오레 앞"
"100509","CGV 명동","G","지선버스","0014 0015 7015 7017 7020 7021 7023"
"100506","꼬스트홀","S","지하철","2호선 을지로 입구역(5번 출구) 2호선/3호선 을지로3가역(12번 출구) 4호선 명동역(8 5번출구)"
"100506","꼬스트홀","R","광역버스","5500 9401 9411"
"100504","한국은행 화폐금융박물관","G","지선버스","0013(서울역) 0013(왕십리) 0014 0015(용산방향) 0211 7015 7021 7022 7023"
"100504","한국은행 화폐금융박물관","B","간선버스","103 104 105 108 143 151 152 163 261 262 263 300 371 401 406 500 501 503 504 505"
"100503","안중근의사기념관","S","지하철","1호선 서울역 (3번출구) → 남산 방향"
"100501","세계장신구 박물관 (World Jewellery Museum)","S","지하철","3호선 안국역 1번 출구에서 도보로 15분"
"100501","세계장신구 박물관 (World Jewellery Museum)","B","간선버스","162 171 172 272 109"
"100500","pkm gallery","G","지선버스","7025"
"100500","pkm gallery","R","광역버스","9710"
"100499","정독도서관","S","지하철","3호선 안국역 1번 출구"
"100499","정독도서관","G","지선버스","10127025"
"100497","상명대학교 박물관","S","지하철","3호선 경복궁역 3번출구"
"100496","가톨릭대학교 전례박물관","S","지하철","4호선- 혜화역 1번출구 (도보 7분 거리) 한성대입구역 4번출구(도보 5분 거리)"
"100496","가톨릭대학교 전례박물관","R","광역버스","9101 9401번"
"100493","모시는 사람들","S","지하철","지하철 4호선 혜화역 4번출구 혜화동 로터리까지 오시면 sk 주유소 왼쪽길 100M만 올라오시면 동숭무대 소극장 바로 지나 여기는 대나무숲 우거진<소극장 모시는 사람들> 입니다."
"100490","극단연우무대","S","지하철","지하철 4호선 혜화역 하차 1번 출구"
"100490","극단연우무대","B","간선버스","100 101 102 103 104 106 107 140 143 150 160 161"
